query,table,split_MiB
query56,web_sales,128
query56,date_dim,64
query56,item,64
query56,customer_address,64
query56,catalog_sales,64
query57,catalog_sales,156
query57,date_dim,64
query57,item,64
query57,call_center,64
query58,date_dim,64
query58,item,64
query58,store_sales,64
query58,catalog_sales,64
query58,web_sales,64
query59,store_sales,891
query59,date_dim,64
query59,store,64
query60,store_sales,128
query60,web_sales,128
query60,date_dim,64
query60,item,64
query60,customer_address,64
query60,catalog_sales,64
query61,store_sales,128
query61,store,64
query61,promotion,64
query61,date_dim,64
query61,customer,64
query61,customer_address,64
query61,item,64
query62,web_sales,347
query62,warehouse,64
query62,ship_mode,64
query62,web_site,64
query62,date_dim,64
query63,store_sales,178
query63,store,64
query63,date_dim,64
query63,item,64
query64,catalog_sales,649
query64,store_sales,179
query64,store_returns,129
query64,catalog_returns,128
query64,date_dim,64
query64,store,64
query64,customer,64
query64,customer_demographics,64
query64,promotion,64
query64,household_demographics,64
query64,customer_address,64
query64,income_band,64
query64,item,64
query65,store_sales,178
query65,store,64
query65,date_dim,64
query65,item,64
query66,catalog_sales,128
query66,web_sales,128
query66,warehouse,64
query66,ship_mode,64
query66,date_dim,64
query66,time_dim,64
query67,store_sales,178
query67,store,64
query67,date_dim,64
query67,item,64
query68,store,64
query68,household_demographics,64
query68,date_dim,64
query68,customer_address,64
query68,customer,64
query69,store_sales,128
query69,web_sales,128
query69,customer,64
query69,date_dim,64
query69,customer_address,64
query69,customer_demographics,64
query69,catalog_sales,64
query70,store_sales,178
query70,store,64
query70,date_dim,64
query71,web_sales,128
query71,store_sales,128
query71,item,64
query71,date_dim,64
query71,time_dim,64
query71,catalog_sales,64
query72,catalog_sales,129
query72,catalog_returns,128
query72,inventory,128
query72,household_demographics,64
query72,date_dim,64
query72,item,64
query72,customer_demographics,64
query72,warehouse,64
query72,promotion,64
query73,store_sales,128
query73,store,64
query73,household_demographics,64
query73,date_dim,64
query73,customer,64
query74,store_sales,178
query74,web_sales,128
query74,date_dim,64
query74,customer,64
query75,store_sales,179
query75,store_returns,129
query75,catalog_sales,129
query75,catalog_returns,128
query75,web_returns,128
query75,web_sales,128
query75,date_dim,64
query75,item,64
query76,store_sales,891
query76,catalog_sales,646
query76,web_sales,347
query76,item,64
query76,date_dim,64
query77,store_sales,128
query77,store_returns,128
query77,web_sales,128
query77,web_returns,128
query77,store,64
query77,date_dim,64
query77,web_page,64
query77,catalog_sales,64
query77,catalog_returns,64
query78,store_sales,177
query78,store_returns,129
query78,catalog_sales,128
query78,web_sales,128
query78,web_returns,128
query78,catalog_returns,128
query78,date_dim,64
query79,store_sales,128
query79,store,64
query79,household_demographics,64
query79,date_dim,64
query79,customer,64
query80,store_returns,129
query80,store_sales,128
query80,catalog_returns,128
query80,web_sales,128
query80,web_returns,128
query80,date_dim,64
query80,store,64
query80,item,64
query80,promotion,64
query80,catalog_sales,64
query80,catalog_page,64
query80,web_site,64
query81,catalog_returns,128
query81,date_dim,64
query81,customer_address,64
query81,customer,64
query82,store_sales,923
query82,date_dim,64
query82,item,64
query82,inventory,64
query83,store_returns,106
query83,web_returns,105
query83,date_dim,64
query83,item,64
query83,catalog_returns,64
query84,store_returns,129
query84,customer_demographics,64
query84,household_demographics,64
query84,customer_address,64
query84,income_band,64
query84,customer,64
query85,web_sales,128
query85,web_returns,128
query85,web_page,64
query85,customer_demographics,64
query85,customer_address,64
query85,date_dim,64
query85,reason,64
query86,web_sales,128
query86,date_dim,64
query86,item,64
query87,store_sales,178
query87,catalog_sales,128
query87,web_sales,128
query87,date_dim,64
query87,customer,64
query88,store_sales,923
query88,store,64
query88,household_demographics,64
query88,time_dim,64
query89,store_sales,178
query89,store,64
query89,date_dim,64
query89,item,64
query90,web_sales,347
query90,web_page,64
query90,household_demographics,64
query90,time_dim,64
query91,call_center,64
query91,date_dim,64
query91,customer,64
query91,customer_address,64
query91,customer_demographics,64
query91,household_demographics,64
query91,catalog_returns,64
query92,web_sales,128
query92,item,64
query92,date_dim,64
query93,store_sales,923
query93,store_returns,129
query93,reason,64
query94,web_sales,347
query94,web_returns,128
query94,web_site,64
query94,date_dim,64
query94,customer_address,64
query95,web_sales,347
query95,web_returns,128
query95,web_site,64
query95,date_dim,64
query95,customer_address,64
query96,store_sales,923
query96,store,64
query96,household_demographics,64
query96,time_dim,64
query97,store_sales,178
query97,catalog_sales,128
query97,date_dim,64
query98,store_sales,128
query98,date_dim,64
query98,item,64
query99,catalog_sales,649
query99,warehouse,64
query99,ship_mode,64
query99,call_center,64
query99,date_dim,64
